ID,SKU,Nombre,"¿En stock?",Stock,Oferta,"Precio normal",Img,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3"
11011,,"Etiquetas cierra bolsas - 5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-dino-5cm.jpg,"SELECCIONAR DISEÑO",DINOSAURIOS,,0,,,,,,,,
11909,,"Etiquetas temáticas - LINEA ESTRELLAS",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2021/07/pastel-estrellas.jpg,"Modelo","ESTRELLA PASTEL",,0,,,,,,,,
12334,,"Etiquetas de vinilo PARA PLANCHAR - FUTBOL",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12339,,"Etiquetas de vinilo PARA PLANCHAR - DINOSAURIOS",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/dino-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12355,,"Etiquetas de vinilo PARA PLANCHAR - TEEN",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/dino-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12363,,"Etiquetas de vinilo PARA PLANCHAR - LLAMAS",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/dino-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12373,,"Etiquetas de vinilo PARA PLANCHAR - BOSQUE",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/BOSQUE-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12385,,"Etiquetas de vinilo PARA PLANCHAR - NAUTICA",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/NAUTICA-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12394,,"Etiquetas de vinilo PARA PLANCHAR - ESTRELLAS PASTEL",1,,,12999,,"Cantidad","22 etiquetas",,0,,,,,,,,
12402,,"Etiquetas de vinilo PARA PLANCHAR - TRANSPORTES",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/TRANSPORTES-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12411,,"Etiquetas de vinilo PARA PLANCHAR - EMOJIS",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/TRANSPORTES-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12433,,"Etiquetas de vinilo PARA PLANCHAR - BASKET",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/BASKET-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12446,,"Etiquetas de vinilo PARA PLANCHAR - UNICORNIO",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/UNICORNIO-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
12649,,"Etiquetas de vinilo PARA PLANCHAR - GRANJA",1,,,12999,https://etiquecosas.ar/wp-content/uploads/2021/08/granja-22-etiquetas.jpg,"Cantidad","22 etiquetas",,0,,,,,,,,
13578,,"Etiquetas personalizadas para dedicar regalos",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/10/mix-fantasia.jpg,"Seleccionar DISEÑOS","MIX DE FANTASIA",,0,,,,,,,,
13859,,"Vinilo para teclado - MEDIDA PERSONALIZADA",1,,,11725,,"SELECCIONAR DISEÑO",CUTE,,0,,,,,,,,
14452,,"Etiquetas de vinilo PARA PLANCHAR - ESTRELLAS BLUE",1,,,12999,,"Cantidad","22 etiquetas",,0,,,,,,,,
28778,,"SOUVENIR. 8 planchas personalizadas de stickers para jugar y decorar",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2022/04/sirenas.jpg,"Modelo",SIRENAS,,0,,,,,,,,
30392,,"Vianda lunchera infantil con formas CONEJO / OSO",0,0,,8650,https://etiquecosas.ar/wp-content/uploads/2022/06/WhatsApp-Image-2022-06-23-at-2.25.44-PM.jpeg,"Modelo",OSO,,0,,,,,,,,
30572,,"SOUVENIR: Pack de letras iniciales adhesivas",1,,,8100,https://etiquecosas.ar/wp-content/uploads/2022/06/mostaza.jpg,"Cantidad","15 LETRAS",,0,"color",MOSTAZA,,0,,,,
30737,,"DECORACIÓN CUMPLE | PERRITOS",0,0,,1620,https://etiquecosas.ar/wp-content/uploads/2022/07/plato-perritos.jpeg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30747,,"DECORACIÓN CUMPLE | WOODLAND",1,3,2900,3800,https://etiquecosas.ar/wp-content/uploads/2022/07/plato-woodland.jpeg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30757,,"DECORACIÓN CUMPLE | LLAMAS",0,0,790,1620,https://etiquecosas.ar/wp-content/uploads/2021/08/plato-llama.jpg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30774,,"DECORACIÓN CUMPLE | BOSQUE",0,0,1458,1620,https://etiquecosas.ar/wp-content/uploads/2021/05/plato-bosque.jpg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30784,,"DECORACIÓN CUMPLE | ESPACIO",0,0,,590,https://etiquecosas.ar/wp-content/uploads/2021/05/plato-espacio.jpg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30797,,"DECORACIÓN CUMPLE | SIRENAS",1,2,2900,3800,https://etiquecosas.ar/wp-content/uploads/2021/05/plato-sirenas.jpg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30807,,"DECORACIÓN CUMPLE | CISNES",0,0,,1620,https://etiquecosas.ar/wp-content/uploads/2021/05/plato-cisne.jpg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30824,,"DECORACIÓN CUMPLE | SELVA",0,0,1458,1620,https://etiquecosas.ar/wp-content/uploads/2021/05/plato-safari.jpg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30878,,"DECORACIÓN CUMPLE | GRANJA",1,5,2900,3800,https://etiquecosas.ar/wp-content/uploads/2022/07/granja-platos.png,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30889,,"DECORACIÓN CUMPLE | DINOSAURIOS",1,2,2900,3800,https://etiquecosas.ar/wp-content/uploads/2022/07/dinos-vasos-y-platos.png,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30901,,"DECORACIÓN CUMPLE | TRANSPORTES",0,0,2900,3800,https://etiquecosas.ar/wp-content/uploads/2022/07/plato-transportes.jpeg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
30911,,"DECORACIÓN CUMPLE | FLORES",0,0,,1620,https://etiquecosas.ar/wp-content/uploads/2022/07/plato-flores-doily.jpeg,SELECCIONAR,"PLATOS X 8",,0,,,,,,,,
31352,,"Invitación tarjeta Digital - Ideal Whatsapp",1,,,2500,https://etiquecosas.ar/wp-content/uploads/2022/08/invitacion-celu-transportes-scaled.jpg,"SELECCIONAR DISEÑO",TRANSPORTES,,0,,,,,,,,
31917,,"Sellos MOTIVADORES con tintas de colores",1,,,16499,https://etiquecosas.ar/wp-content/uploads/2022/08/excelente.jpg,"SELECCIONAR FRASE","EXCELENTE (verde)",,0,,,,,,,,
32246,,"Combo CAMPAMENTO",1,,,40899,https://etiquecosas.ar/wp-content/uploads/2020/01/pack-nene-scaled.jpg,"Etiqueta",,,0,"Seleccionar TAG",,,0,,,,
32873,,"Letras iniciales adhesivas | COLOR AQUA",1,,,900,,"SELECCIONAR LETRA",B,,0,,,,,,,,
32925,,"Letras iniciales adhesivas | COLOR CHERRY",1,,,900,,"SELECCIONAR LETRA",B,,0,,,,,,,,
32955,,"Letras iniciales adhesivas | COLOR MOSTAZA",0,,,900,,"SELECCIONAR LETRA",B,,0,,,,,,,,
33107,,"Etiquetas decorativas HALLOWEEN",1,1,,500,https://etiquecosas.ar/wp-content/uploads/2022/10/gorro-brujo.jpg,"Modelo","GORRO BRUJO",,0,,,,,,,,
33698,,"Etiquetas de vinilo PARA PLANCHAR - LISAS SIN DIBUJO",1,,,12999,,"Cantidad","22 etiquetas",,0,"Modelo",,,0,,,,
33759,,"Etiquetas temáticas SIN DIBUJO",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2022/11/tematicas-lisas-byn.jpg,"Modelo","Sin dibujo BLANCO Y NEGRO",,0,,,,,,,,
34100,,"Etiquetas de vinilo PARA PLANCHAR - SIMONES",1,,,12999,,"Cantidad","22 etiquetas",,0,,,,,,,,
34532,,"Sello personalizado REDONDO",1,,,39990,,"Modelo",KOALA,,0,,,,,,,,
39489,,"Combo JARDÍN temáticas",1,,,22262,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-sports.jpg,"Temático","sin dibujo SPORTS",,0,,,,,,,,
39505,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2022/09/tematicas-sindibujo-sports.jpg,"Temático","sin dibujo SPORTS",,0,,,,,,,,
44743,,"ETIQUETAS PARA ALERGIAS",1,,,3671,https://etiquecosas.ar/wp-content/uploads/2022/12/mani-sofi-chas.jpg,"SELECCIONAR ALERGIA",MANI,,0,,,,,,,,
48892,,"Botella térmica - 500 ml",1,5,,55600,https://etiquecosas.ar/wp-content/uploads/2023/03/botella-bubbles.jpg,"color",BUBBLES,,0,,,,,,,,
49446,,"Cinta para Rotuladora estilo Vintage",1,13,,5870,https://etiquecosas.ar/wp-content/uploads/2023/04/verde-agua.jpg,"color","VERDE AGUA",,0,,,,,,,,
51688,,"TIRACIERRES con nombre personalizados. Pack x 3",1,,,19172,https://etiquecosas.ar/wp-content/uploads/2023/07/tiracierre-modelo-negro.jpg,"color",NEGRO,,0,,,,,,,,
51689,,"TIRACIERRES con nombre personalizados. Pack x 3",1,,,19172,https://etiquecosas.ar/wp-content/uploads/2023/07/tiracierre-modelo-azul.jpg,"color",AZUL,,0,,,,,,,,
51865,,"Etiquetas para frascos PETITE",1,,,9900,,"SELECCIONAR OPCION",PERSONALIZADA,,0,,,,,,,,
52292,,"SOUVENIR - Tags con nombres personalizados",1,,,,,"SELECCIONAR COMBINACIÓN DE COLOR","Fondo VIOLETA - Letra ROSA",,0,,,,,,,,
52623,,"Test producto fancy product",1,,,4000,,Color,verde,,0,,,,,,,,
52824,,"Bandas de silicona personalizadas. 2 unidades",1,,,19999,,"color BANDA 1",CELESTE,,0,"color BANDA 2",,,0,"SELECCIONAR DIBUJO",,,0
52954,,"Banda de silicona personalizada. 1 unidad",1,,,10999,,"color",AZUL,,0,"SELECCIONAR DIBUJO",,,0,,,,
52956,,"Banda de silicona personalizada. 1 unidad",1,,,10999,,"color",TURQUESA,,0,"SELECCIONAR DIBUJO",,,0,,,,
53086,,"Planificador Semanal - LOLA",0,0,,6920,https://etiquecosas.ar/wp-content/uploads/2023/09/planner-Lola-stickers.jpg,"SELECCIONAR OPCION","Planificador semanal + stickers",,0,,,,,,,,
54159,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello",ESTRELLAS,,0,,,,,,,,
54160,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello","SIN DIBUJO",,0,,,,,,,,
55353,,"Combo PILETA - 7 a 13 años",0,0,,17800,https://etiquecosas.ar/wp-content/uploads/2023/11/antiparras-azul-youth.jpg,"COLOR ANTIPARRA",AZUL,,0,,,,,,,,
55382,,"Combo PILETA - 3 a 7 años",0,0,,13900,https://etiquecosas.ar/wp-content/uploads/2023/11/Antiparras-child-rosa.jpg,"COLOR ANTIPARRA",ROSA,,0,,,,,,,,
55436,,"Tag con nombre personalizado - MAYÚSCULA",1,,,16680,,"SELECCIONAR MEDIDA","NOMBRE (hasta 9 letras)",,0,"SELECCIONAR COMBINACIÓN DE COLOR",,,0,,,,
55511,,"Antiparras - 7 a 13 años",0,0,,4000,https://etiquecosas.ar/wp-content/uploads/2023/11/antiparras-azul-youth.jpg,"color","ROJO Y AZUL",,0,,,,,,,,
55521,,"Antiparras - 3 a 7 años",0,0,,3500,https://etiquecosas.ar/wp-content/uploads/2023/11/Antiparras-child-azul.jpg,"color",AZUL,,0,,,,,,,,
55548,,"Tag con nombre personalizado - MINÚSCULA",1,,,16680,,"SELECCIONAR MEDIDA","NOMBRE (hasta 9 letras)",,0,"SELECCIONAR COMBINACIÓN DE COLOR",,,0,,,,
55567,,"Tag con nombre personalizado - CURSIVA",1,,,16680,,"SELECCIONAR MEDIDA",,,0,"SELECCIONAR COMBINACIÓN DE COLOR",,,0,,,,
56204,,"Etiquetas de vinilo PARA PLANCHAR - AIRE",1,,,12999,,"Cantidad","22 etiquetas",,0,,,,,,,,
56230,,"Combo ESCOLAR temáticas",1,,,30499,https://etiquecosas.ar/wp-content/uploads/2023/12/tematicas-sindibujo-multicolor.jpg,"Temático","sin dibujo MULTICOLOR",,0,,,,,,,,
56355,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2023/12/super-mini-multicolor.jpg,"Color",MULTICOLOR,,0,,,,,,,,
59037,,"Etiquetas SUPER MAXI",1,,,10890,,"Temático","sin dibujo SPORTS",,0,,,,,,,,
67657,,"Etiquetas de vinilo planchables - 11 unidades",1,,,5164.71,,"Modelo",LLAMAS,,0,,,,,,,,
68172,,"Porta lápiz personalizado",1,,,21900,,"SELECCIONAR MEDIDA","MEDIANO (nombre de hasta 7 letras)",,0,"color",,,0,,,,
68246,,"Porta chupetes de silicona personalizado",0,0,,13900,https://etiquecosas.ar/wp-content/uploads/2024/05/porta-chupetes-rosa.jpg,Color,Rosa,,1,,,,,,,,
68789,,"Producto prueba 1 - Rojo, Grande",1,,,4250,,Color,Rojo,,1,Tamaño,Grande,,1,,,,
68795,,"Producto Prueba 2",1,,,16695,,Color,Verde,,1,Tamaño,,,1,,,,
68866,,"Etiquetas para frascos VINTAGE - Pimienta, nuez moscada, romero, comino, curry",0,0,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/foto-800-px-frasco-vintage-03.png,"Modelo","Pimienta\, nuez moscada\, romero\, comino\, curry",,0,,,,,,,,
68893,,"Etiquetas para frascos CHAPLIN VINTAGE - Pimienta, nuez moscada, canela, romero, comino, curry",0,0,,1000,https://etiquecosas.ar/wp-content/uploads/2024/06/pimienta.png,"Modelo","Pimienta\, nuez moscada\, canela\, romero\, comino\, curry",,0,,,,,,,,
69058,,"Etiquetas para FREEZER + marcador permanente",1,39,,13986,https://etiquecosas.ar/wp-content/uploads/2020/06/packaging100.jpg,Cantidad,"100 Etiquetas",,1,,,,,,,,
69121,,"Identificador de mochila - Escribí vos",1,,,3000,https://etiquecosas.ar/wp-content/uploads/2021/08/tag_dino.jpg,Modelo,DINOSAURIOS,,1,,,,,,,,
69181,,"Pins para Crocs",1,14,,3505,https://etiquecosas.ar/wp-content/uploads/2024/06/pin-No-bad-days.jpg,"PINS PARA CROCS","Arco iris ""No bad days""",,1,,,,,,,,
70230,,"Set de tatuajes temporales - La Dot",1,5,,34600,https://etiquecosas.ar/wp-content/uploads/2024/08/fotos-800-px-web-set-3.png,Modelo,"Set flor y estrella",,1,,,,,,,,
70437,,"Nombres transfer con relieve x 4 - CURSIVA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-cursiva-colores-2.jpg,Color,"celeste- rosa- lila- verde claro",,1,,,,,,,,
70438,,"Nombres transfer con relieve x 4 - CURSIVA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-cursiva-colores-1.jpg,Color,"verde agua - violeta - amarillo - fucsia",,1,,,,,,,,
70451,,"Nombres transfer con relieve x 4 - BOLD",1,,,7860,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-bold-colores-2.jpg,Color,"celeste- rosa- lila- verde claro",,1,,,,,,,,
70456,,"Nombres transfer con relieve x 4 - BOLD",1,,,7860,https://etiquecosas.ar/wp-content/uploads/2024/08/nombre-transfer-bold-colores-1.jpg,Color,"verde agua - violeta - amarillo - fucsia",,1,,,,,,,,
70468,,"Nombres transfer con relieve x 4 - MAYÚSCULA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/transfer-imprenta-colores-4.jpg,Color,"celeste- rosa- lila- verde claro",,1,,,,,,,,
70469,,"Nombres transfer con relieve x 4 - MAYÚSCULA",1,,,7957,https://etiquecosas.ar/wp-content/uploads/2024/08/transfer-imprenta-colores-1.jpg,Color,"verde agua - violeta - amarillo - fucsia",,1,,,,,,,,
70524,,"Nombres transfer con relieve x 4 - DÚO",1,,,7964,https://etiquecosas.ar/wp-content/uploads/2024/08/nombres-transfer-colores-duo-2.jpg,Color,"verde - verde claro - verde lima - celeste",,1,,,,,,,,
70626,,"SOUVENIR - Stickers universos ilustrados",1,,54900,109800,,Cantidad,"25 souvenirs",,1,,,,,,,,
71040,,"Botella personalizada con nombre transfer",0,,,58961,,"COLOR BOTELLA",Magenta,,0,"COLOR NOMBRE",,,0,,,,
71137,,"LOGOS transfer con relieve",1,,,56274,,"SELECCIONAR TAMAÑO","4 cm - 54 unidades",,0,,,,,,,,
71668,,"SOUVENIR –  Nombres transfer con relieve",1,,,51949,,Cantidad,"Entre 21 y 30 nombres",,0,Color,,,1,Tipografía,,,0
71874,,"Contenedor plegable apilable Ay-Kasa Mini",1,7,,27995,https://etiquecosas.ar/wp-content/uploads/2024/10/crudo-minibox.jpg,"color",Crudo,,0,,,,,,,,
72236,,"COMBO UNIVERSOS | pins + etiquetas",1,,,8799,https://etiquecosas.ar/wp-content/uploads/2022/10/combo-pins-universo-teens.jpg,"Seleccionar opción","UNIVERSO TEEN",,0,,,,,,,,
72430,,"Vinilo mural mágico RAINBOW",1,4,,64897,https://etiquecosas.ar/wp-content/uploads/2024/10/Fotomontaje-Rainbow-rosado-zoom.jpg,Color,"Tonos rosados",,1,,,,,,,,
72436,,"Vinilo mural mágico LUNARES",0,0,,64897,https://etiquecosas.ar/wp-content/uploads/2024/10/Sobre-Lunares-Rosa-etiquecosas.jpg,Color,"Tonos rosados",,1,,,,,,,,
72482,,"Vinilo mural mágico CASITAS",1,5,,64897,https://etiquecosas.ar/wp-content/uploads/2024/10/Fotomontaje-casita-tricolor-naranjo-lineal-zoom.jpg,Color,"Tonos naranjas",,1,,,,,,,,
73528,,"Botella térmica - 350 ml",1,13,,52400,https://etiquecosas.ar/wp-content/uploads/2024/11/botella-urban-cherry-3.jpg,"Modelo","URBAN CHERRY",,0,,,,,,,,
73981,,"Tapa sorbetes",1,42,,3501,https://etiquecosas.ar/wp-content/uploads/2024/12/fotos-800-px-web-CAMARA.png,"SELECCIONAR TAPA SORBETES",Cámara,,1,,,,,,,,
74536,,"COMBO etiquetas super mini + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2020/01/gama2.jpg,"Color","ROJO - VERDE OSCURO - VERDE CLARO",,0,,,,,,,,
89472,,"Identificador de mochila - Personalizado",1,,,9000,https://etiquecosas.ar/wp-content/uploads/2025/03/identificador-arcoiris.jpg,"Modelo","Arco iris",,0,,,,,,,,
90343,,"Parches bordados planchables",1,8,,3905,https://etiquecosas.ar/wp-content/uploads/2025/04/frasco_flores.jpg,"Modelos parches","Frasco de flores",,1,,,,,,,,
90406,,"COMBO etiquetas temáticas + sello universal",1,,,44135,https://etiquecosas.ar/wp-content/uploads/2025/05/tematicas-positive.jpg,"Temático",POSITIVE,,0,,,,,,,,
90499,,"Etiquetas de vinilo PARA PLANCHAR - POSITIVE",1,,,12999,,"Cantidad","22 etiquetas",,0,,,,,,,,
91259,,"Diseños transfer con relieve",1,,,6005,https://etiquecosas.ar/wp-content/uploads/2025/06/disenos-en-relieve-capibaras.jpg,"Modelo relieve",CAPIBARAS,,1,,,,,,,,
91601,,"Zapatilla didáctica de aprendizaje",1,4,,8600,https://etiquecosas.ar/wp-content/uploads/2025/06/colores-cordones.jpg,Color,Tornasolado,,1,,,,,,,,
91641,,"Zapatilla didáctica de aprendizaje - Personalizada con nombre",1,28,,11499,https://etiquecosas.ar/wp-content/uploads/2025/06/colores-cordones.jpg,Color,Tornasolado,,1,,,,,,,,
91736,,"Set de imanes LEGO®",1,10,,22488,https://etiquecosas.ar/wp-content/uploads/2025/06/lego-imanes-12.jpg,Color,Azul,,1,,,,,,,,
91763,,"Contenedor Storage Head Mini LEGO®",1,8,,31368,https://etiquecosas.ar/wp-content/uploads/2025/06/LEGO-Storage-Head-Mini-silly.jpg,Modelo,SILLY,,1,,,,,,,,
91824,,"Classic Box - Bloque organizador multiuso LEGO®",1,6,,36600,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-imanes-37.jpg,Color,Azul,,1,,,,,,,,
91844,,"Valija con manija de silicona LEGO®",1,3,,69000,https://etiquecosas.ar/wp-content/uploads/2025/07/valija-lego-11-2.jpg,Color,Lila,,1,,,,,,,,
91902,,"Botella de Hidratación LEGO® - 500 ml",1,3,,40968,https://etiquecosas.ar/wp-content/uploads/2025/07/lego-botellas-03.jpg,Color,Iconic,,1,,,,,,,,
92061,,"Valija organizadora LEGO®",1,2,,47880,https://etiquecosas.ar/wp-content/uploads/2025/07/valija-lego-15.jpg,Color,Gris,,1,,,,,,,,
92925,,"Taza LEGO® de Cerámica",0,0,,44520,https://etiquecosas.ar/wp-content/uploads/2025/07/Taza-lego-1.jpg,Modelo,SILLY,,1,,,,,,,,
518,,"Sello personalizado RECTANGULAR",1,,,34235,,"Modelo Sello","ARCO IRIS",,0,,,,,,,,
700,,"¡COMBO YA! Sello + etiquetas para escribir",1,120,,38999,https://etiquecosas.ar/wp-content/uploads/2020/01/Pack-nena-scaled.jpg,"Etiqueta","Linea rosa",,0,,,,,,,,
715,,"Combo COLONIA",1,,,40899,https://etiquecosas.ar/wp-content/uploads/2020/01/Pack-nena-scaled.jpg,"Etiqueta",,,0,"Seleccionar TAG",,,0,,,,
792,,"Etiquetas linea ""escribí vos"" - para objetos y utiles",1,,,5296,https://etiquecosas.ar/wp-content/uploads/2020/01/Pack-nena-scaled.jpg,"Etiqueta","Linea rosa",,0,,,,,,,,
872,,"Etiquetas para alergias PERSONALIZADAS",1,,,10890,,"Seleccionar ICONO","SIN TACC",,0,"color",CELESTE,,0,,,,
967,,"100 etiquetas SUPER MINI para lapices y marcadores",1,,,10890,https://etiquecosas.ar/wp-content/uploads/2020/01/gama2.jpg,"Color","ROJO - VERDE OSCURO - VERDE CLARO",,0,,,,,,,,
1058,,"Tarjetas mes a mes - MI PRIMER AÑO",0,0,,8249,https://etiquecosas.ar/wp-content/uploads/2020/01/tarjetones-3-scaled.jpg,"Modelo","Oso",,0,,,,,,,,
1320,,Contacto,1,,,185,,,,,,,,,,,,,
1328,,"Etiquetas para frascos chicos CHAPLIN",1,,,3168,https://etiquecosas.ar/wp-content/uploads/2020/06/MODELO-3.jpg,"Modelo","MODELO 3",,0,,,,,,,,
1407,,"Etiquetas rotuladoras - PERSONALIZADAS",1,,,9900,,"color",NEGRO,,0,,,,,,,,
1414,,"Etiquetas para frascos personalizadas - VOS ELEGIS LO QUE DICEN",1,,,9900,,"Modelo","CHAPLIN chicas tapa (18 u.)",,0,,,,,,,,
1460,,"Etiquetas COMBINADAS - 2 tamaños",1,,,10890,,"SELECCIONAR COMBINACION","SPOT - SUPERMINI",,0,,,,,,,,
1565,,"TAGS colgantes de cartón",1,,,112500,,"Cantidad","300 tags",,0,,,,,,,,
1602,,"Etiquetas autoadhesivas con tu MARCA. Medidas a elección",1,,,9500,,"SELECCIONAR MEDIDA","4 cm (54 etiquetas)",,0,,,,,,,,
2104,,"Etiquetas para frascos CORONA",1,,,9900,,"SELECCIONAR OPCION","PERSONALIZADA grande (9 etiquetas)",,0,,,,,,,,
2453,,"SELLO DE MADERA. Medida chica/mediana",1,,,15515,,"SELECCIONAR TAMAÑO","5 cm",,0,,,,,,,,
2495,,"SELLO DE MADERA. Medidas grandes",1,,,45084,,"SELECCIONAR TAMAÑO","12 cm",,0,,,,,,,,
2505,,"Almohadilla entintada para sellos de madera. 3 medidas",1,,,26980,,"SELECCIONAR MEDIDA","Micro 3 (9 x 16 cm) Para sellos hasta 9 cm",,0,,,,,,,,
3613,,"Etiquetas para identificar vasos y cubiertos NAVIDAD + Marcador",0,0,,9100,,"Cantidad","x 60 etiquetas",,0,,,,,,,,
3616,,"Etiquetas para identificar vasos y cubiertos + Marcador",1,,,11145,,"Cantidad","x 60 etiquetas",,0,,,,,,,,
10838,,"Etiquetas para cumpleaños - 3,5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-bosque-5cm.jpg,"SELECCIONAR DISEÑO",BOSQUE,,0,,,,,,,,
11012,,"Etiquetas cierra bolsas - 5 cm",1,,,9500,https://etiquecosas.ar/wp-content/uploads/2021/05/circulos-web-bosque-5cm.jpg,"SELECCIONAR DISEÑO",BOSQUE,,0,,,,,,,,
12335,,"Etiquetas de vinilo PARA PLANCHAR - FUTBOL",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12340,,"Etiquetas de vinilo PARA PLANCHAR - DINOSAURIOS",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/dino-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12356,,"Etiquetas de vinilo PARA PLANCHAR - TEEN",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/dino-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12364,,"Etiquetas de vinilo PARA PLANCHAR - LLAMAS",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/dino-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12374,,"Etiquetas de vinilo PARA PLANCHAR - BOSQUE",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/BOSQUE-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12386,,"Etiquetas de vinilo PARA PLANCHAR - NAUTICA",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/NAUTICA-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12395,,"Etiquetas de vinilo PARA PLANCHAR - ESTRELLAS PASTEL",1,,,18999,,"Cantidad","33 etiquetas",,0,,,,,,,,
12403,,"Etiquetas de vinilo PARA PLANCHAR - TRANSPORTES",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/TRANSPORTES-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12412,,"Etiquetas de vinilo PARA PLANCHAR - EMOJIS",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/TRANSPORTES-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12434,,"Etiquetas de vinilo PARA PLANCHAR - BASKET",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/BASKET-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12447,,"Etiquetas de vinilo PARA PLANCHAR - UNICORNIO",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/UNICORNIO-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
12650,,"Etiquetas de vinilo PARA PLANCHAR - GRANJA",1,,,18999,https://etiquecosas.ar/wp-content/uploads/2021/08/granja-33-etiquetas.jpg,"Cantidad","33 etiquetas",,0,,,,,,,,
13860,,"Vinilo para teclado - MEDIDA PERSONALIZADA",1,,,11725,,"SELECCIONAR DISEÑO",DEGRADE,,0,,,,,,,,
